,ID_MUNICIP,GRUPO_IDADE,CASOS,VAC,N_VAC,I_VAC,SG_UF_NOT
165,130423,"(14, 19]",2,2.0,0.0,0.0,13
166,130423,"(19, 29]",1,0.0,0.0,1.0,13
167,130430,"(49, 59]",1,0.0,1.0,0.0,13
168,140002,"(0, 4]",17,9.0,8.0,0.0,14
169,140002,"(14, 19]",9,6.0,3.0,0.0,14
170,140002,"(19, 29]",12,7.0,4.0,1.0,14
171,140002,"(29, 39]",4,3.0,1.0,0.0,14
172,140002,"(39, 49]",4,1.0,3.0,0.0,14
173,140002,"(4, 9]",22,8.0,14.0,0.0,14
174,140002,"(49, 59]",3,2.0,1.0,0.0,14
175,140002,"(79, 120]",1,0.0,1.0,0.0,14
176,140002,"(9, 14]",19,10.0,9.0,0.0,14
177,140002,nan,2,2.0,0.0,0.0,14
178,140010,"(0, 4]",117,50.0,65.0,2.0,14
179,140010,"(14, 19]",12,8.0,4.0,0.0,14
180,140010,"(19, 29]",15,3.0,8.0,4.0,14
181,140010,"(29, 39]",10,5.0,4.0,1.0,14
182,140010,"(39, 49]",6,0.0,5.0,1.0,14
183,140010,"(4, 9]",24,11.0,10.0,3.0,14
184,140010,"(9, 14]",12,5.0,7.0,0.0,14
185,140017,"(0, 4]",2,0.0,2.0,0.0,14
186,140017,"(9, 14]",1,1.0,0.0,0.0,14
187,140020,"(0, 4]",1,0.0,1.0,0.0,14
188,140030,"(0, 4]",1,0.0,1.0,0.0,14
189,140045,"(0, 4]",28,7.0,16.0,5.0,14
190,140045,"(14, 19]",2,1.0,1.0,0.0,14
191,140045,"(19, 29]",8,1.0,6.0,1.0,14
192,140045,"(29, 39]",3,1.0,1.0,1.0,14
193,140045,"(39, 49]",1,1.0,0.0,0.0,14
194,140045,"(4, 9]",13,4.0,7.0,2.0,14
195,140045,"(9, 14]",3,0.0,3.0,0.0,14
196,140047,"(0, 4]",10,2.0,2.0,6.0,14
197,140047,"(14, 19]",1,1.0,0.0,0.0,14
198,140047,"(19, 29]",1,0.0,0.0,1.0,14
199,140047,"(29, 39]",1,0.0,1.0,0.0,14
200,140050,"(14, 19]",2,0.0,2.0,0.0,14
201,150010,"(0, 4]",32,4.0,25.0,3.0,15
202,150010,"(14, 19]",45,5.0,37.0,3.0,15
203,150010,"(19, 29]",49,6.0,40.0,3.0,15
204,150010,"(29, 39]",31,2.0,25.0,4.0,15
205,150010,"(39, 49]",15,2.0,12.0,1.0,15
206,150010,"(4, 9]",7,2.0,5.0,0.0,15
207,150010,"(49, 59]",5,0.0,5.0,0.0,15
208,150010,"(9, 14]",16,0.0,15.0,1.0,15
209,150020,"(0, 4]",4,0.0,4.0,0.0,15
210,150020,"(14, 19]",10,2.0,7.0,1.0,15
211,150020,"(19, 29]",6,3.0,3.0,0.0,15
212,150020,"(29, 39]",6,0.0,6.0,0.0,15
213,150020,"(39, 49]",2,0.0,2.0,0.0,15
214,150020,"(4, 9]",2,0.0,1.0,1.0,15
215,150020,"(49, 59]",1,0.0,1.0,0.0,15
216,150020,"(59, 69]",1,0.0,1.0,0.0,15
217,150030,"(0, 4]",20,1.0,17.0,2.0,15
218,150030,"(14, 19]",22,0.0,22.0,0.0,15
219,150030,"(19, 29]",55,5.0,49.0,1.0,15
220,150030,"(29, 39]",13,0.0,13.0,0.0,15
221,150030,"(39, 49]",7,1.0,6.0,0.0,15
222,150030,"(4, 9]",8,1.0,5.0,2.0,15
223,150030,"(49, 59]",1,0.0,0.0,1.0,15
224,150030,"(9, 14]",8,0.0,7.0,1.0,15
225,150030,nan,1,0.0,1.0,0.0,15
226,150040,"(19, 29]",1,0.0,1.0,0.0,15
227,150070,"(14, 19]",1,0.0,0.0,1.0,15
228,150070,"(19, 29]",2,0.0,1.0,1.0,15
229,150080,"(0, 4]",157,23.0,103.0,31.0,15
230,150080,"(14, 19]",194,45.0,92.0,57.0,15
231,150080,"(19, 29]",349,60.0,191.0,98.0,15
232,150080,"(29, 39]",129,17.0,68.0,44.0,15
233,150080,"(39, 49]",53,7.0,30.0,16.0,15
234,150080,"(4, 9]",40,8.0,17.0,15.0,15
235,150080,"(49, 59]",15,1.0,10.0,4.0,15
236,150080,"(59, 69]",2,0.0,1.0,1.0,15
237,150080,"(69, 79]",1,0.0,0.0,1.0,15
238,150080,"(9, 14]",41,13.0,20.0,8.0,15
239,150080,nan,11,1.0,7.0,3.0,15
240,150090,"(0, 4]",19,0.0,16.0,3.0,15
241,150090,"(14, 19]",11,1.0,7.0,3.0,15
242,150090,"(19, 29]",34,0.0,22.0,12.0,15
243,150090,"(29, 39]",11,1.0,8.0,2.0,15
244,150090,"(39, 49]",3,0.0,2.0,1.0,15
245,150090,"(4, 9]",3,0.0,2.0,1.0,15
246,150090,"(49, 59]",5,1.0,2.0,2.0,15
247,150090,"(59, 69]",1,0.0,1.0,0.0,15
248,150090,"(79, 120]",1,0.0,0.0,1.0,15
249,150090,"(9, 14]",4,0.0,2.0,2.0,15
250,150090,nan,4,0.0,2.0,2.0,15
251,150095,"(14, 19]",1,0.0,1.0,0.0,15
252,150110,"(0, 4]",30,2.0,27.0,1.0,15
253,150110,"(14, 19]",16,1.0,15.0,0.0,15
254,150110,"(19, 29]",8,1.0,6.0,1.0,15
255,150110,"(29, 39]",7,0.0,7.0,0.0,15
256,150110,"(39, 49]",2,0.0,2.0,0.0,15
257,150110,"(4, 9]",5,3.0,2.0,0.0,15
258,150110,"(49, 59]",1,0.0,1.0,0.0,15
259,150110,"(9, 14]",9,0.0,9.0,0.0,15
260,150110,nan,1,0.0,1.0,0.0,15
261,150130,"(0, 4]",14,2.0,4.0,8.0,15
262,150130,"(14, 19]",10,1.0,5.0,4.0,15
263,150130,"(19, 29]",14,0.0,8.0,6.0,15
264,150130,"(29, 39]",4,0.0,1.0,3.0,15
265,150130,"(39, 49]",5,0.0,2.0,3.0,15
266,150130,"(4, 9]",11,2.0,2.0,7.0,15
267,150130,"(49, 59]",3,0.0,1.0,2.0,15
268,150130,"(59, 69]",1,0.0,1.0,0.0,15
269,150130,"(9, 14]",3,0.0,0.0,3.0,15
270,150140,"(0, 4]",370,32.0,327.0,11.0,15
271,150140,"(14, 19]",355,35.0,304.0,16.0,15
272,150140,"(19, 29]",413,35.0,350.0,28.0,15
273,150140,"(29, 39]",164,12.0,143.0,9.0,15
274,150140,"(39, 49]",46,3.0,35.0,8.0,15
275,150140,"(4, 9]",78,8.0,64.0,6.0,15
276,150140,"(49, 59]",25,2.0,22.0,1.0,15
277,150140,"(59, 69]",3,0.0,3.0,0.0,15
278,150140,"(9, 14]",89,9.0,79.0,1.0,15
279,150140,nan,3,2.0,1.0,0.0,15
280,150150,"(0, 4]",9,2.0,6.0,1.0,15
281,150150,"(14, 19]",14,3.0,7.0,4.0,15
282,150150,"(19, 29]",22,2.0,11.0,9.0,15
283,150150,"(29, 39]",3,1.0,2.0,0.0,15
284,150150,"(39, 49]",1,0.0,1.0,0.0,15
285,150150,"(4, 9]",3,2.0,1.0,0.0,15
286,150150,"(9, 14]",1,0.0,1.0,0.0,15
287,150150,nan,1,0.0,1.0,0.0,15
288,150160,"(0, 4]",1,0.0,1.0,0.0,15
289,150170,"(0, 4]",13,1.0,9.0,3.0,15
290,150170,"(14, 19]",11,1.0,8.0,2.0,15
291,150170,"(19, 29]",16,4.0,8.0,4.0,15
292,150170,"(29, 39]",7,0.0,4.0,3.0,15
293,150170,"(39, 49]",3,0.0,2.0,1.0,15
294,150170,"(49, 59]",1,0.0,0.0,1.0,15
295,150170,"(9, 14]",3,1.0,0.0,2.0,15
296,150175,"(19, 29]",1,0.0,1.0,0.0,15
297,150180,"(0, 4]",76,6.0,59.0,11.0,15
298,150180,"(14, 19]",36,6.0,26.0,4.0,15
299,150180,"(19, 29]",33,4.0,27.0,2.0,15
300,150180,"(29, 39]",14,0.0,9.0,5.0,15
301,150180,"(39, 49]",10,0.0,10.0,0.0,15
302,150180,"(4, 9]",12,1.0,7.0,4.0,15
303,150180,"(49, 59]",5,0.0,5.0,0.0,15
304,150180,"(9, 14]",11,1.0,10.0,0.0,15
305,150180,nan,1,0.0,1.0,0.0,15
306,150200,"(19, 29]",3,0.0,2.0,1.0,15
307,150200,"(29, 39]",2,0.0,0.0,2.0,15
308,150200,"(39, 49]",1,0.0,0.0,1.0,15
309,150210,"(0, 4]",18,0.0,16.0,2.0,15
310,150210,"(14, 19]",34,5.0,17.0,12.0,15
311,150210,"(19, 29]",42,4.0,23.0,15.0,15
312,150210,"(29, 39]",22,0.0,17.0,5.0,15
313,150210,"(39, 49]",5,0.0,4.0,1.0,15
314,150210,"(4, 9]",5,0.0,4.0,1.0,15
315,150210,"(59, 69]",1,0.0,1.0,0.0,15
316,150210,"(9, 14]",8,0.0,3.0,5.0,15
317,150215,"(0, 4]",1,0.0,1.0,0.0,15
318,150215,"(14, 19]",1,1.0,0.0,0.0,15
319,150215,"(19, 29]",1,0.0,0.0,1.0,15
320,150215,"(29, 39]",1,0.0,1.0,0.0,15
321,150220,"(0, 4]",5,2.0,2.0,1.0,15
322,150220,"(19, 29]",7,1.0,5.0,1.0,15
323,150220,"(29, 39]",3,0.0,1.0,2.0,15
324,150220,"(9, 14]",1,1.0,0.0,0.0,15
325,150230,"(0, 4]",1,0.0,1.0,0.0,15
326,150230,"(19, 29]",1,0.0,1.0,0.0,15
327,150240,"(0, 4]",27,6.0,15.0,6.0,15
328,150240,"(14, 19]",16,6.0,4.0,6.0,15
329,150240,"(19, 29]",17,1.0,9.0,7.0,15
330,150240,"(29, 39]",5,0.0,4.0,1.0,15
331,150240,"(39, 49]",1,1.0,0.0,0.0,15
332,150240,"(4, 9]",7,1.0,2.0,4.0,15
333,150240,"(9, 14]",4,0.0,1.0,3.0,15
334,150250,"(0, 4]",1,1.0,0.0,0.0,15
335,150250,"(19, 29]",2,0.0,2.0,0.0,15
336,150250,"(29, 39]",2,0.0,2.0,0.0,15
337,150250,"(4, 9]",3,0.0,3.0,0.0,15
338,150250,"(9, 14]",1,0.0,1.0,0.0,15
339,150275,"(0, 4]",3,1.0,2.0,0.0,15
340,150275,"(14, 19]",2,1.0,1.0,0.0,15
341,150275,"(19, 29]",1,0.0,0.0,1.0,15
342,150275,"(29, 39]",1,0.0,1.0,0.0,15
343,150275,"(39, 49]",1,0.0,1.0,0.0,15
344,150275,"(9, 14]",1,0.0,1.0,0.0,15
345,150280,"(19, 29]",1,0.0,1.0,0.0,15
346,150285,"(0, 4]",1,0.0,1.0,0.0,15
347,150285,"(14, 19]",1,0.0,0.0,1.0,15
348,150285,"(19, 29]",1,1.0,0.0,0.0,15
349,150285,"(4, 9]",2,0.0,0.0,2.0,15
350,150285,"(9, 14]",3,0.0,1.0,2.0,15
351,150290,"(0, 4]",5,4.0,1.0,0.0,15
352,150290,"(14, 19]",8,1.0,4.0,3.0,15
353,150290,"(19, 29]",14,1.0,12.0,1.0,15
354,150290,"(29, 39]",2,1.0,1.0,0.0,15
355,150290,"(39, 49]",2,0.0,2.0,0.0,15
356,150290,"(4, 9]",5,2.0,1.0,2.0,15
357,150290,"(9, 14]",1,0.0,1.0,0.0,15
358,150300,"(19, 29]",1,1.0,0.0,0.0,15
359,150304,"(0, 4]",1,1.0,0.0,0.0,15
360,150307,"(0, 4]",2,0.0,2.0,0.0,15
361,150307,"(19, 29]",1,1.0,0.0,0.0,15
362,150309,"(19, 29]",1,0.0,1.0,0.0,15
363,150309,"(29, 39]",1,0.0,1.0,0.0,15
364,150309,"(39, 49]",1,0.0,0.0,1.0,15
365,150320,"(0, 4]",4,0.0,4.0,0.0,15
366,150320,"(14, 19]",3,0.0,3.0,0.0,15
367,150320,"(19, 29]",7,0.0,5.0,2.0,15
368,150320,"(29, 39]",1,1.0,0.0,0.0,15
369,150320,"(39, 49]",3,0.0,2.0,1.0,15
370,150330,"(0, 4]",21,2.0,16.0,3.0,15
371,150330,"(14, 19]",26,0.0,18.0,8.0,15
372,150330,"(19, 29]",31,3.0,18.0,10.0,15
373,150330,"(29, 39]",18,0.0,13.0,5.0,15
374,150330,"(39, 49]",3,0.0,0.0,3.0,15
375,150330,"(4, 9]",10,1.0,7.0,2.0,15
376,150330,"(49, 59]",1,0.0,1.0,0.0,15
377,150330,"(9, 14]",10,1.0,6.0,3.0,15
378,150340,"(0, 4]",3,1.0,2.0,0.0,15
379,150340,"(39, 49]",1,0.0,0.0,1.0,15
380,150340,"(4, 9]",1,0.0,0.0,1.0,15
381,150345,"(14, 19]",1,0.0,0.0,1.0,15
382,150345,"(19, 29]",1,0.0,0.0,1.0,15
383,150350,"(0, 4]",1,0.0,0.0,1.0,15
384,150350,"(19, 29]",1,0.0,1.0,0.0,15
385,150350,"(29, 39]",2,2.0,0.0,0.0,15
386,150360,"(0, 4]",2,1.0,1.0,0.0,15
387,150360,"(14, 19]",1,0.0,1.0,0.0,15
388,150360,"(39, 49]",1,0.0,0.0,1.0,15
389,150370,"(4, 9]",1,0.0,1.0,0.0,15
390,150375,"(0, 4]",1,0.0,1.0,0.0,15
391,150375,"(39, 49]",2,0.0,2.0,0.0,15
392,150390,"(0, 4]",3,0.0,2.0,1.0,15
393,150390,"(19, 29]",1,1.0,0.0,0.0,15
394,150390,"(9, 14]",3,0.0,3.0,0.0,15
395,150400,"(0, 4]",5,0.0,3.0,2.0,15
396,150400,"(14, 19]",12,3.0,6.0,3.0,15
397,150400,"(19, 29]",12,2.0,8.0,2.0,15
398,150400,"(49, 59]",2,0.0,1.0,1.0,15
399,150400,"(9, 14]",3,0.0,3.0,0.0,15
400,150405,"(0, 4]",8,1.0,5.0,2.0,15
401,150405,"(14, 19]",15,5.0,4.0,6.0,15
402,150405,"(19, 29]",36,5.0,19.0,12.0,15
