,ID_MN_RESI,CASO,CASO_VAC,CASO_N_VAC,CASO_IGN,COV_1,E_COV_1,COV_2,E_COV_2
175,353070.0,13,8.0,5.0,0.0,0.9580838323353293,0.055580297112845144,0.9580838323353293,0.055580297112845144
176,353080.0,9,6.0,2.0,1.0,0.9803921568627451,0.04621612948931681,0.9737827715355806,0.05326024721024103
177,353110.0,23,12.0,8.0,3.0,0.9640102827763497,0.03883882944874046,0.9530533003882811,0.04410595296865611
178,353120.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
179,353130.0,1,0.0,0.0,1.0,1.0,0.0,0.9345794392523366,0.24726647766958787
180,353140.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
181,353180.0,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0
182,353190.0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
183,353210.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
184,353240.0,3,2.0,0.0,1.0,1.0,0.0,0.9861932938856016,0.06736982752110188
185,353260.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
186,353300.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
187,353320.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
188,353340.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
189,353360.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
190,353390.0,2,2.0,0.0,0.0,1.0,0.0,1.0,0.0
191,353410.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
192,353440.0,369,127.0,137.0,105.0,0.9603046483712074,0.010163918152780465,0.9311856405467798,0.013177847818726109
193,353450.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
194,353470.0,24,15.0,7.0,2.0,0.9719839908519154,0.033684264612414014,0.9661835748792271,0.03689674472589242
195,353490.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
196,353540.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
197,353550.0,3,3.0,0.0,0.0,1.0,0.0,1.0,0.0
198,353560.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
199,353600.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
200,353620.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
201,353650.0,29,21.0,4.0,4.0,0.9889240506329113,0.019434481188311606,0.982066609735269,0.024643516163656676
202,353670.0,4,3.0,1.0,0.0,0.977198697068404,0.07463478330546967,0.977198697068404,0.07463478330546967
203,353680.0,3,3.0,0.0,0.0,1.0,0.0,1.0,0.0
204,353710.0,3,1.0,1.0,1.0,0.9661835748792271,0.10435975359755005,0.9345794392523366,0.14275936744410714
205,353720.0,3,2.0,0.0,1.0,1.0,0.0,0.9861932938856016,0.06736982752110188
206,353730.0,2,1.0,1.0,0.0,0.9345794392523366,0.1748438031202776,0.9345794392523366,0.1748438031202776
207,353740.0,3,3.0,0.0,0.0,1.0,0.0,1.0,0.0
208,353760.0,23,16.0,4.0,3.0,0.9854771784232366,0.02494507813282488,0.9784735812133072,0.030261923328135338
209,353780.0,3,2.0,1.0,0.0,0.9661835748792271,0.10435975359755005,0.9661835748792271,0.10435975359755005
210,353790.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
211,353800.0,13,11.0,2.0,0.0,0.9874326750448833,0.030896088000548386,0.9874326750448833,0.030896088000548386
212,353860.0,3,2.0,0.0,1.0,1.0,0.0,0.9861932938856016,0.06736982752110188
213,353870.0,11,5.0,6.0,0.0,0.9225092250922511,0.08061465844144858,0.9225092250922511,0.08061465844144858
214,353880.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
215,353890.0,2,1.0,1.0,0.0,0.9345794392523366,0.1748438031202776,0.9345794392523366,0.1748438031202776
216,353910.0,3,2.0,1.0,0.0,0.9661835748792271,0.10435975359755005,0.9661835748792271,0.10435975359755005
