,Municipio,0 a 4 anos,5 a 9 anos,10 a 14 anos,15 a 19 anos,20 a 29 anos,30 a 39 anos,40 a 49 anos,50 a 59 anos,60 a 69 anos,70 a 79 anos,80 anos e mais,Total
995,230770,9460,9354,9916,10704,24187,22798,16892,13874,8018,4337,2137,131677
996,230780,2728,2503,2414,2470,5204,4369,3187,2350,1294,872,431,27822
997,230790,957,928,894,912,2175,1690,1319,1056,698,511,267,11407
998,230800,3217,3056,2955,3206,7667,6425,4741,3680,2267,1357,770,39341
999,230810,3839,3777,3712,3554,8521,7558,6401,4745,3182,2006,1075,48370
1000,230820,1189,1160,1143,1080,2643,2535,1832,1563,1071,694,399,15309
1001,230830,1976,1972,1994,1967,4327,4315,3659,3030,1991,1360,822,27413
1002,230835,834,833,829,883,2017,1823,1723,1690,1206,823,468,13129
1003,230837,1321,1242,1120,1097,2442,2081,1657,1337,861,512,295,13965
1004,230840,2942,2842,2840,2811,5977,5516,4502,3386,2320,1605,825,35566
1005,230850,3255,3179,3047,3165,7097,6749,5305,4756,3529,2474,1361,43917
1006,230860,1264,1251,1149,1145,2971,2548,2108,1966,1384,938,540,17264
1007,230870,3844,3850,3793,3929,9922,9778,8491,7793,5120,3342,1728,61590
1008,230880,690,676,661,730,1645,1396,1158,834,545,336,162,8833
1009,230890,2189,2014,1850,1888,4160,3632,2596,1941,1249,886,425,22830
1010,230900,1018,999,902,854,2391,2134,1859,1808,1266,859,471,14561
1011,230910,956,910,872,836,1877,1648,1320,1110,795,465,267,11056
1012,230920,1328,1300,1302,1241,2822,2571,1909,1399,923,636,367,15798
1013,230930,2257,2258,2201,2131,5117,4920,4134,3740,2869,1775,1085,32487
1014,230940,1915,1905,1830,1850,4914,4247,3773,3469,2422,1540,872,28737
1015,230945,1771,1766,1700,1742,4404,4211,3419,3022,1963,1271,689,25958
1016,230950,1366,1386,1401,1374,3006,3166,2960,2661,1995,1315,712,21342
1017,230960,5630,5470,5747,6388,14275,12638,9761,6885,3937,2254,1160,74145
1018,230970,6722,6402,6514,7096,16485,14947,10896,8451,4943,2244,947,85647
1019,230980,1009,958,906,868,2209,1935,1522,1331,825,464,286,12313
1020,230990,452,448,425,435,1128,1013,856,780,484,354,190,6565
1021,231000,603,608,633,570,1333,1722,1342,1032,783,561,271,9458
1022,231010,1048,1018,970,973,2473,2296,1722,1362,826,538,327,13553
1023,231020,2541,2492,2452,2620,6404,5715,5017,3869,2275,1416,725,35526
1024,231025,2599,2488,2409,2575,6003,5240,4494,3432,2031,1281,680,33232
1025,231030,2242,2199,2047,2154,5226,4449,4010,3733,2565,1757,1009,31391
1026,231040,973,920,839,864,2348,1861,1566,1299,783,535,288,12276
1027,231050,3118,3082,2970,2956,7407,6740,5625,4694,3244,2256,1267,43359
1028,231060,768,755,780,712,1546,1503,1125,908,571,341,198,9207
1029,231070,2794,2781,2745,2754,6597,6039,5057,4305,2529,1535,909,38045
1030,231080,1153,1137,1060,1073,2691,2651,2105,1781,1358,858,489,16356
1031,231085,1479,1485,1511,1477,3566,3302,3003,2293,1395,905,548,20964
1032,231090,1040,1034,1028,1108,2884,2959,2459,1920,1353,918,507,17210
1033,231095,805,802,740,707,1912,1601,1430,1302,838,540,375,11052
1034,231100,970,970,909,840,2081,1739,1546,1327,972,649,355,12358
1035,231110,1177,1174,1171,1040,2386,2349,1946,1503,1074,701,399,14920
1036,231120,1042,1001,958,871,1775,1628,1361,1086,730,455,258,11165
1037,231123,452,433,434,482,1074,1053,880,714,488,303,142,6455
1038,231126,1540,1528,1425,1364,3494,3143,2860,2514,1638,1102,638,21246
1039,231130,6752,6697,6975,7008,15864,13959,10756,9144,5937,3740,2067,88899
1040,231135,1034,1028,972,934,2428,2353,2305,2030,1536,1014,482,16116
1041,231140,6243,6060,6147,6416,14706,13034,9733,8501,5881,3632,2102,82455
1042,231150,1661,1613,1660,1814,4105,3816,2903,2202,1395,895,368,22432
1043,231160,2228,2214,2196,2068,4910,4422,3740,3168,2170,1340,782,29238
1044,231170,1355,1362,1319,1291,2980,2582,2285,1983,1546,973,603,18279
1045,231180,5279,5232,5515,6077,14226,13819,10960,8510,5235,3234,1463,79550
1046,231190,1249,1211,1103,993,2586,2310,1885,1725,1357,893,445,15757
1047,231195,1640,1532,1461,1472,2997,2522,1912,1371,871,612,324,16714
1048,231200,2813,2719,2609,2527,5948,5201,3999,3061,1899,1377,698,32851
1049,231210,1589,1511,1403,1334,3070,2562,2075,1726,1137,847,472,17726
1050,231220,3185,3135,3004,3053,7407,6676,5632,4898,3325,2191,1213,43719
1051,231230,4149,4036,3760,3422,8198,7529,5948,4847,3299,2066,1100,48354
1052,231240,3811,3713,3731,3819,9199,8217,6635,4891,2832,1651,807,49306
1053,231250,334,348,369,421,1067,1087,1109,1084,789,626,323,7557
1054,231260,925,911,922,908,2173,2053,1743,1520,975,610,346,13086
1055,231270,1666,1671,1672,1682,4215,3836,3221,3083,2135,1435,802,25418
1056,231280,724,682,618,595,1421,1229,875,680,446,335,153,7758
1057,231290,15056,14788,15868,17718,41220,38039,27713,20368,11859,6607,3201,212437
1058,231300,1153,1159,1151,1195,2973,2731,2363,2278,1681,1087,618,18389
1059,231310,1917,1935,2019,2238,5404,5056,4638,4122,2447,1541,762,32079
1060,231320,1909,1909,1805,1707,4279,3802,3214,2990,2151,1515,918,26199
1061,231325,586,583,594,651,1410,1188,1083,996,738,471,255,8555
1062,231330,4061,3999,3869,4178,9841,9022,7663,6820,4781,3259,1766,59259
1063,231335,1735,1634,1539,1522,3492,3251,2323,1773,1147,744,391,19551
1064,231340,6561,6222,6232,6428,14243,12633,9407,7023,4511,2563,1288,77111
1065,231350,4861,4652,4332,4142,10342,9026,7035,5330,3412,2251,1270,56653
1066,231355,1232,1231,1211,1189,2979,2654,2109,1809,1078,697,399,16588
1067,231360,3023,2866,2823,2839,6076,5610,4445,3288,2257,1324,744,35295
1068,231370,527,528,492,488,1117,1203,1059,903,677,473,273,7740
1069,231375,1677,1642,1597,1593,3737,3040,2387,1940,1224,755,384,19976
1070,231380,1821,1731,1708,1852,4238,3713,2714,2084,1226,734,402,22223
1071,231390,1145,1100,1054,1058,2649,2140,1787,1348,817,599,291,13988
1072,231395,1323,1315,1260,1351,3151,2775,2331,1967,1377,1041,629,18520
1073,231400,2765,2777,2793,2804,6454,6350,5324,4701,3410,2364,1336,41078
1074,231410,5457,5191,4819,4949,12099,9721,7085,5550,3488,2296,1261,61916
1075,240010,623,648,679,704,1581,1750,1594,1442,1005,676,404,11106
1076,240020,3952,4138,4274,4461,9652,10066,8066,6907,3867,2250,1110,58743
1077,240030,814,873,938,936,1729,1685,1312,1257,738,468,274,11024
1078,240040,208,210,203,230,556,597,459,369,234,162,65,3293
1079,240050,881,933,946,840,1850,1961,1870,1625,1224,880,519,13529
1080,240060,296,309,313,311,699,738,674,594,376,236,139,4685
1081,240070,1086,1108,1179,1247,2377,2625,2129,1676,791,475,230,14923
1082,240080,684,715,758,842,1685,2098,1524,1436,986,585,382,11695
1083,240090,433,445,426,466,1048,1131,1084,844,641,410,234,7162
1084,240100,2011,2119,2228,2385,5754,6032,5272,4692,2870,1620,921,35904
1085,240110,1809,1928,2065,2138,4519,4493,3907,3512,2013,1162,610,28156
1086,240120,1121,1118,1112,1138,2465,2394,1847,1636,927,494,274,14526
1087,240130,634,639,637,723,1578,1558,1298,1114,734,485,286,9686
1088,240140,750,764,740,712,1507,1537,1252,1047,582,328,154,9373
1089,240145,2543,2490,2479,2566,4936,4672,3793,2789,1517,912,415,29112
1090,240150,233,247,235,252,601,580,526,533,362,256,164,3989
1091,240160,372,382,363,442,997,967,712,556,378,256,127,5552
1092,240165,164,158,155,171,330,380,314,235,125,95,44,2171
1093,240170,791,799,754,764,1761,1542,1277,1152,724,487,272,10323
1094,240180,967,952,922,1025,2171,2119,1640,1375,848,552,302,12873
1095,240185,532,538,515,525,1055,1071,883,671,404,244,134,6572
1096,240190,245,248,252,266,613,666,483,406,298,178,90,3745
1097,240200,3740,3970,4273,4872,10697,11577,9934,8707,5690,3415,1851,68726
1098,240210,775,815,810,785,1811,1845,1460,1357,780,567,358,11363
1099,240220,2986,2951,2859,3002,6483,5595,4186,3322,1813,1046,571,34814
1100,240230,1320,1375,1378,1413,3135,3286,2813,2495,1662,1067,644,20588
1101,240240,573,587,609,588,1340,1354,1160,930,578,379,199,8297
1102,240250,761,772,806,866,1754,1902,1451,1277,730,421,232,10972
1103,240260,6076,6088,6074,6023,12810,12020,9524,7299,4204,2782,1368,74268
1104,240270,804,838,841,809,1609,1807,1422,1276,820,586,370,11182
1105,240280,410,416,405,397,882,901,712,559,360,285,174,5501
1106,240290,361,363,331,369,862,759,579,543,363,252,136,4918
1107,240300,443,476,494,464,1112,1282,1082,1134,749,472,260,7968
1108,240310,2585,2771,2919,2994,7017,7232,6381,5516,3694,2486,1427,45022
1109,240320,472,485,469,465,1080,1142,930,776,625,399,225,7068
1110,240325,17487,17403,18570,21217,49116,48018,40068,31400,17563,8305,3343,272490
1111,240330,380,395,389,390,864,924,748,680,458,298,171,5697
1112,240340,464,460,444,448,975,951,772,647,437,289,177,6064
1113,240350,820,817,754,753,1775,1618,1317,1125,716,486,282,10463
1114,240360,2284,2307,2361,2459,5026,4485,3735,3264,1861,1026,474,29282
1115,240370,334,373,404,380,857,942,844,842,488,352,193,6009
1116,240375,184,193,208,200,460,536,373,424,238,159,106,3081
1117,240380,605,654,681,625,1456,1585,1329,1246,779,513,299,9772
1118,240390,161,165,163,166,430,460,398,349,251,163,95,2801
1119,240400,271,277,272,227,547,662,556,486,354,226,137,4015
1120,240410,233,218,204,253,550,540,365,271,151,80,38,2903
1121,240420,2228,2186,2143,2303,4765,4571,3477,2519,1478,883,451,27004
1122,240430,837,871,903,979,2205,2062,1782,1657,928,607,284,13115
1123,240440,610,640,694,794,1760,1766,1436,1372,774,471,224,10541
1124,240450,1387,1360,1355,1455,3110,2768,2074,1488,678,398,188,16261
1125,240460,1132,1121,1070,1170,2359,2194,1924,1471,795,535,262,14033
1126,240470,1272,1243,1254,1386,2537,2664,2111,1507,902,586,297,15759
1127,240480,125,129,130,166,310,352,303,280,227,161,81,2264
1128,240485,572,586,613,646,1265,1293,1043,770,428,285,140,7641
1129,240490,336,361,382,369,863,888,799,899,544,307,168,5916
1130,240500,633,660,664,688,1509,1510,1185,1033,626,523,310,9341
1131,240510,562,561,537,573,1206,1094,861,650,425,283,155,6907
1132,240520,368,371,364,359,727,837,697,597,449,280,179,5228
1133,240530,812,804,765,844,1859,1588,1300,1031,664,449,251,10367
1134,240540,379,376,344,358,808,806,587,520,382,248,127,4935
1135,240550,198,198,190,189,392,394,309,288,203,153,86,2600
1136,240560,964,978,1028,1137,2436,2504,2133,1758,1099,641,366,15044
1137,240570,517,562,604,701,1715,1879,1751,1872,1368,914,514,12397
1138,240580,2864,2857,2807,2893,6160,5831,4383,3320,2002,1472,771,35360
1139,240590,193,191,185,205,455,459,315,273,174,120,83,2653
1140,240600,345,363,340,370,847,932,810,750,526,416,242,5941
1141,240610,1080,1115,1152,1215,2640,3116,2678,2251,1480,1005,603,18335
1142,240615,291,290,269,293,641,633,530,396,256,207,139,3945
1143,240620,539,530,493,511,1216,1077,867,755,421,282,160,6851
1144,240630,613,601,555,596,1310,1174,952,786,464,349,224,7624
1145,240640,195,197,191,209,465,427,329,289,213,127,90,2732
1146,240650,1243,1261,1241,1219,2593,2663,1971,1729,998,619,343,15880
1147,240660,700,679,668,678,1425,1325,991,858,481,349,194,8348
1148,240670,740,772,765,781,1811,1852,1497,1386,886,597,323,11410
1149,240680,286,298,287,321,787,816,627,548,371,266,161,4768
1150,240690,266,281,278,281,629,647,543,485,306,219,118,4053
1151,240700,809,827,793,692,1497,1707,1178,1119,761,517,275,10175
1152,240710,6161,6248,6319,6746,14748,13721,11287,8662,4770,2761,1405,82828
1153,240720,2030,2113,2274,2516,5240,5255,4489,4198,2241,1256,648,32260
1154,240725,312,322,321,267,579,634,491,469,341,239,127,4102
1155,240730,561,557,551,590,1212,1368,1007,990,785,465,239,8325
1156,240740,601,628,608,556,1240,1409,1180,991,760,518,299,8790
1157,240750,1167,1111,1039,1034,2197,1987,1642,1210,704,440,183,12714
1158,240760,321,337,341,355,751,692,656,578,312,217,105,4665
1159,240770,918,905,854,848,1804,1671,1436,1155,716,527,332,11166
1160,240780,1738,1699,1652,1799,4029,3528,2936,2405,1441,941,530,22698
1161,240790,151,156,155,131,350,359,259,245,109,89,59,2063
1162,240800,19333,20313,22348,23656,49822,54253,42486,34667,20467,11150,5297,303792
1163,240810,50441,53572,60606,66300,142886,158204,127606,105741,71617,40734,19001,896708
1164,240820,2215,2191,2168,2369,5217,4452,3795,2934,1569,930,426,28266
1165,240830,2714,2782,2721,2802,6310,6266,4791,4173,2380,1669,946,37554
1166,240840,218,234,235,267,603,638,576,582,407,298,173,4231
1167,240850,272,291,300,304,634,739,650,641,474,308,200,4813
1168,240860,304,310,291,253,608,663,525,515,388,284,157,4298
1169,240870,240,243,244,262,565,552,525,503,280,199,119,3732
1170,240880,475,457,424,461,883,833,588,467,309,267,143,5307
1171,240890,1473,1506,1536,1426,3191,3685,2873,2480,1718,1035,688,21611
1172,240895,1073,1036,963,939,1924,1680,1400,957,506,323,160,10961
1173,240910,931,944,932,914,2259,2482,1842,1512,844,632,375,13667
1174,240920,221,227,221,221,531,493,442,328,196,152,82,3114
1175,240930,872,910,933,943,1953,1934,1846,1508,938,650,374,12861
1176,240933,450,454,456,493,952,911,687,533,367,246,140,5689
1177,240940,1765,1859,1987,2273,4947,5291,4263,3710,2373,1476,858,30802
1178,240950,268,260,239,241,567,573,413,287,169,104,42,3163
1179,240960,179,190,171,155,421,375,287,263,192,123,63,2419
1180,240970,479,496,495,455,1006,993,791,756,531,362,227,6591
1181,240980,1239,1231,1186,1126,2557,2384,1790,1434,903,645,386,14881
1182,240990,1056,1082,1108,1198,2573,2600,2156,1810,934,575,319,15411
1183,241000,245,252,261,261,532,638,523,465,347,236,140,3900
1184,241010,1288,1232,1174,1321,2793,2667,2005,1421,862,580,303,15646
1185,241020,530,549,564,527,1129,1239,972,964,742,431,297,7944
1186,241025,514,510,500,546,1206,1050,866,722,372,225,94,6605
1187,241030,970,930,870,925,1802,1661,1216,989,634,422,227,10646
1188,241040,853,836,769,816,1748,1435,1193,1062,529,386,198,9825
1189,241050,336,340,335,371,777,867,656,629,421,275,151,5158
1190,241060,211,223,213,223,430,439,465,447,268,193,102,3214
1191,241070,272,268,269,286,586,615,443,389,229,183,108,3648
1192,241080,273,283,268,281,583,684,535,511,355,260,161,4194
1193,241090,597,598,552,648,1505,1277,1052,924,563,372,222,8310
1194,241100,296,305,311,335,677,662,602,542,367,232,128,4457
1195,241105,300,303,308,333,658,656,587,479,297,177,75,4173
1196,241110,221,232,228,265,605,536,487,437,271,195,107,3584
1197,241120,2905,2995,3022,2981,6940,7035,5039,4127,2563,1739,949,40295
1198,241140,664,733,783,769,1629,1867,1637,1554,1028,721,423,11808
1199,241142,162,168,170,181,393,462,355,356,224,146,82,2699
1200,241150,1773,1790,1784,1847,4147,3951,3196,2634,1548,1136,616,24422
1201,241160,196,190,187,215,416,413,325,310,208,148,79,2687
1202,241170,379,365,354,354,775,771,510,454,280,185,114,4541
1203,241180,188,208,226,238,539,565,502,518,305,218,99,3606
1204,241190,243,256,266,302,671,724,598,506,385,223,107,4281
1205,241200,7836,7844,7989,8617,19398,17354,14318,10847,5974,3342,1400,104919
1206,241210,345,371,383,373,885,960,838,772,573,466,255,6221
1207,241220,3451,3443,3406,3694,7840,7013,5754,4593,2735,1773,864,44566
1208,241230,906,919,901,970,2214,2080,1588,1452,894,611,366,12901
1209,241240,262,273,299,310,682,867,656,640,379,222,106,4696
1210,241250,1798,1830,1776,1707,3917,3760,2902,2519,1743,1176,661,23789
1211,241255,892,847,781,828,1942,1824,1274,951,556,377,169,10441
1212,241260,1221,1247,1259,1304,2937,2973,2266,2035,1307,793,516,17858
1213,241270,413,440,438,414,918,840,761,672,457,341,195,5889
1214,241280,435,457,479,546,1143,1329,1152,1124,712,487,319,8183
1215,241290,692,717,696,741,1817,1686,1422,1238,947,670,425,11051
1216,241300,380,400,420,414,930,1088,919,853,516,343,213,6476
1217,241310,459,461,424,440,1049,893,826,744,439,279,153,6167
1218,241320,428,419,389,383,790,690,538,373,259,185,73,4527
1219,241330,426,434,410,370,942,978,661,654,390,294,180,5739
1220,241335,1024,1022,1052,1080,1977,1954,1657,1184,664,390,221,12225
1221,241340,498,517,543,626,1248,1307,1202,994,606,356,208,8105
1222,241350,438,436,414,476,1036,947,790,688,415,304,184,6128
1223,241355,305,320,321,295,702,801,675,586,394,283,150,4832
1224,241360,90,98,97,92,247,240,240,263,178,129,69,1743
1225,241370,407,410,386,373,923,965,745,558,392,276,165,5600
1226,241380,185,188,189,203,403,418,379,304,193,94,50,2606
1227,241390,1005,1002,968,991,2079,1890,1499,1288,766,559,267,12314
1228,241400,1313,1292,1271,1304,2756,2631,2001,1519,977,601,343,16008
1229,241410,732,780,847,802,1587,1945,1483,1131,767,555,294,10923
1230,241415,590,564,538,527,942,992,759,503,333,235,102,6085
1231,241420,1277,1205,1215,1282,2539,2488,2035,1341,755,377,180,14694
1232,241430,119,129,137,134,346,404,357,332,218,155,96,2427
1233,241440,2753,2757,2615,2768,6116,5545,4068,3210,1822,1379,683,33716
1234,241445,265,270,258,250,511,513,408,327,203,129,61,3195
1235,241450,605,643,651,703,1635,1714,1419,1279,893,595,348,10485
1236,241460,1064,1084,1060,1116,2367,2563,2107,1655,951,624,346,14937
1237,241470,396,403,392,374,808,923,686,605,429,303,210,5529
1238,241475,327,328,313,313,758,785,534,413,246,151,64,4232
1239,241480,948,973,918,958,2336,2162,1698,1377,695,465,259,12789
1240,241490,102,106,109,115,286,283,249,222,141,74,44,1731
1241,241500,243,244,236,255,648,556,403,309,169,99,55,3217
1242,250010,804,761,734,826,1976,1633,1241,1036,678,452,234,10375
1243,250020,400,384,357,350,856,809,805,641,505,322,193,5622
1244,250030,2128,2030,2013,2057,4630,4267,3674,3127,2143,1445,870,28384
1245,250040,1652,1552,1586,1703,3371,3303,2696,2211,1437,950,531,20992
1246,250050,1193,1132,1152,1195,2473,2204,1922,1436,916,646,360,14629
1247,250053,409,384,382,393,910,782,780,690,381,251,165,5527
1248,250057,229,205,205,201,396,415,333,238,177,127,62,2588
1249,250060,1750,1603,1676,1792,3514,2962,2732,1945,1039,586,266,19865
1250,250070,1029,1023,1069,1157,2629,2835,2677,2266,1628,1137,570,18020
1251,250073,198,186,187,167,317,350,314,237,161,96,51,2264
1252,250077,589,559,604,627,1171,1297,1156,1028,700,479,272,8482
1253,250080,1198,1178,1163,1124,2716,2528,2252,1924,1327,920,527,16857
1254,250090,1001,940,950,974,2050,1989,1727,1423,1111,900,548,13613
1255,250100,1727,1609,1553,1692,3642,2951,2645,2057,1291,891,552,20610
1256,250110,1733,1629,1661,1654,3482,3664,2946,2398,1637,1069,620,22493
1257,250115,139,136,145,172,360,340,278,252,146,89,48,2105
1258,250120,523,499,496,515,1056,1084,949,777,526,399,230,7054
1259,250130,1481,1409,1354,1393,3161,2666,2281,2185,1462,1069,620,19081
1260,250135,337,316,328,342,690,661,530,359,252,166,86,4067
1261,250140,896,792,790,872,1640,1376,1184,815,460,256,116,9197
1262,250150,1554,1487,1490,1641,3426,3230,2870,2370,1514,1028,610,21220
1263,250153,391,357,375,413,754,760,668,546,368,256,145,5033
1264,250157,568,551,546,548,1321,1230,1065,975,723,532,279,8338
1265,250160,1221,1124,1121,1165,2405,2404,2004,1618,1224,855,466,15607
1266,250170,414,403,416,449,1039,925,769,705,514,293,168,6095
1267,250180,6892,6655,7414,8417,16757,15179,14057,10874,6155,3542,1577,97519
1268,250190,1168,1125,1177,1322,2792,2609,2434,1940,1437,1092,637,17733
1269,250200,482,453,477,592,1146,1107,1060,862,584,391,202,7356
1270,250205,313,286,258,256,640,546,424,350,257,160,81,3571
1271,250210,363,351,377,388,781,802,730,522,463,321,150,5248
1272,250215,510,490,543,612,1189,1182,943,735,535,292,187,7218
1273,250220,189,185,180,188,417,369,351,290,193,147,79,2588
1274,250230,291,289,317,309,685,673,689,665,428,386,205,4937
1275,250240,1106,1015,1049,1007,1955,1935,1518,1072,720,493,256,12126
1276,250250,1345,1284,1351,1384,2932,2868,2267,1929,1269,871,434,17934
1277,250260,421,420,431,443,938,932,775,686,524,345,177,6092
1278,250270,402,374,378,468,901,764,726,538,385,239,136,5311
1279,250280,1048,1007,1101,1172,2381,2298,1784,1563,999,590,344,14287
1280,250290,434,407,422,481,985,974,868,802,562,360,184,6479
1281,250300,1967,1809,1848,2074,4056,3402,2994,1952,1149,573,255,22079
1282,250310,420,419,435,398,827,858,746,653,455,329,170,5710
1283,250320,4914,4627,5215,5952,11653,11120,10076,7904,4830,2419,1063,69773
1284,250330,738,684,688,788,1772,1766,1336,1022,725,552,293,10364
1285,250340,254,246,261,280,547,595,509,453,290,179,94,3708
1286,250350,1312,1247,1203,1193,2826,2706,2027,1912,1222,937,584,17169
1287,250355,853,758,712,663,1253,957,711,542,377,251,148,7225
1288,250360,494,488,491,502,1165,1080,1027,865,507,358,205,7182
1289,250370,4052,3982,4477,4918,10182,10446,8586,6482,4738,3103,1610,62576
1290,250375,244,225,229,250,482,553,397,386,245,140,66,3217
1291,250380,390,379,392,454,1099,936,859,722,396,303,147,6077
1292,250390,454,437,434,442,993,837,811,693,458,319,170,6048
1293,250400,26870,26038,29721,34042,68464,66823,57302,46533,31093,17993,8951,413830
1294,250403,642,577,555,585,1214,998,909,560,363,215,97,6715
1295,250407,295,269,268,335,640,605,546,524,349,250,125,4206
1296,250410,194,189,186,189,506,464,329,292,208,104,53,2714
1297,250415,599,579,568,561,1271,1121,915,794,528,386,208,7530
1298,250420,356,352,367,379,727,786,678,548,380,234,131,4938
1299,250430,1979,1917,2133,2373,4676,4972,4314,3591,2504,1507,853,30819
1300,250435,369,356,380,405,787,674,640,580,349,236,122,4898
1301,250440,1313,1264,1350,1441,2883,3112,2641,2087,1463,992,484,19030
1302,250450,433,437,453,416,846,985,883,861,638,443,267,6662
1303,250460,2265,2072,2133,2264,4463,3886,3369,2468,1442,710,269,25341
1304,250470,321,306,301,370,778,658,668,578,354,280,173,4787
1305,250480,1074,1062,1098,1144,2367,2362,2084,1816,1245,788,398,15438
1306,250485,100,104,109,123,297,317,273,276,150,124,75,1948
1307,250490,1483,1348,1355,1595,3116,2694,2467,1709,1004,570,258,17599
1308,250500,660,609,630,680,1271,1215,950,805,490,359,197,7866
1309,250510,1340,1332,1421,1469,3127,3184,2621,2357,1628,1127,725,20331
1310,250520,554,503,487,502,1139,1073,907,644,439,315,185,6748
1311,250523,492,489,480,449,1020,949,813,743,480,286,159,6360
1312,250527,443,411,393,380,910,752,719,502,332,229,138,5209
1313,250530,189,177,180,200,425,423,345,271,156,104,38,2508
1314,250535,483,439,410,380,913,849,669,529,357,244,136,5409
1315,250540,654,630,611,638,1345,1186,1090,916,600,448,214,8332
1316,250550,267,264,287,324,622,602,554,392,244,194,100,3850
1317,250560,442,436,450,502,1064,1062,898,682,484,324,162,6506
1318,250570,866,817,772,745,1749,1504,1287,1039,729,555,312,10375
1319,250580,249,244,243,272,595,561,438,394,247,203,123,3569
1320,250590,310,285,280,282,543,579,504,338,208,152,75,3556
1321,250600,2566,2452,2599,2694,5241,5042,4604,3495,2250,1544,899,33386
1322,250610,871,842,797,734,1791,1743,1398,1207,861,618,318,11180
1323,250620,180,179,182,178,393,448,391,376,307,216,139,2989
1324,250625,651,625,604,573,1401,1258,994,912,620,433,221,8292
1325,250630,4070,3927,4246,4677,9959,9737,8537,6456,4001,2410,1369,59389
1326,250640,1040,976,1003,1089,2318,2124,1996,1607,961,649,362,14125
1327,250650,224,220,234,240,530,562,477,435,288,176,91,3477
1328,250660,368,357,365,372,860,866,815,702,550,406,216,5877
1329,250670,1110,1027,1001,1054,1964,1832,1504,1075,678,424,208,11877
1330,250680,1370,1313,1294,1330,2899,2649,2423,2006,1398,951,551,18184
1331,250690,1561,1539,1633,1776,3909,3775,3576,2923,1874,1159,638,24363
1332,250700,1846,1810,1985,2090,3989,4095,3491,2497,1613,1015,529,24960
1333,250710,1520,1428,1455,1471,3143,3004,2564,1878,1211,850,454,18978
1334,250720,865,829,845,880,1802,1698,1388,1125,795,564,278,11069
1335,250730,1116,1069,1058,1050,2329,2108,1797,1577,1076,822,465,14467
1336,250740,494,476,499,568,1253,1132,993,911,692,472,261,7751
1337,250750,49829,48933,57827,67250,133190,137168,120542,96317,64335,35034,15371,825796
1338,250760,613,586,612,659,1337,1177,1024,851,536,362,257,8014
1339,250770,1646,1506,1566,1687,2988,2904,2269,1691,1069,711,385,18422
1340,250780,560,538,562,565,1151,1195,937,729,527,309,165,7238
1341,250790,886,812,843,922,1841,1740,1333,1010,663,501,279,10830
1342,250800,680,650,640,675,1601,1556,1329,1127,792,544,237,9831
1343,250810,281,276,284,320,707,698,657,533,420,295,169,4640
1344,250820,605,583,570,513,1278,1086,972,868,596,418,265,7754
1345,250830,2117,1990,2108,2321,4470,4329,3711,2988,1845,1227,622,27728
1346,250840,189,181,192,197,372,452,387,291,228,149,60,2698
1347,250850,613,567,552,543,1146,1080,928,741,509,382,213,7274
1348,250855,345,323,333,322,737,677,571,478,257,225,138,4406
1349,250860,1170,1059,1076,1216,2215,1977,1832,1270,857,477,195,13344
1350,250870,303,282,268,280,571,641,579,445,318,197,104,3988
1351,250880,397,377,396,441,888,843,729,647,494,328,205,5745
1352,250890,3775,3523,3678,3877,7869,7047,6002,4521,2744,1578,771,45385
1353,250900,932,866,887,876,1806,1778,1267,1072,706,542,256,10988
1354,250905,893,795,784,805,1561,1377,1014,741,420,240,116,8746
1355,250910,1570,1528,1601,1657,3415,3312,2977,2437,1580,1174,644,21895
1356,250915,486,480,510,495,946,992,936,744,534,366,200,6689
1357,250920,1015,957,941,1095,2465,2235,1930,1491,889,672,387,14077
1358,250930,854,780,777,777,1612,1296,1021,747,425,250,103,8642
1359,250933,382,363,356,329,756,692,551,504,285,195,115,4528
1360,250937,207,199,214,213,478,458,376,337,252,134,76,2944
1361,250939,531,510,517,546,1137,1064,849,686,390,305,155,6690
1362,250940,993,949,940,986,2219,2046,1723,1393,965,667,357,13238
1363,250950,451,425,436,456,888,965,731,589,389,315,161,5806
1364,250960,388,369,373,382,848,809,626,471,297,203,101,4867
1365,250970,2310,2234,2335,2491,5357,5083,4600,3982,2592,1668,986,33638
1366,250980,722,682,702,803,1535,1569,1421,1117,669,469,273,9962
1367,250990,854,815,802,790,1791,1601,1299,986,733,486,292,10449
1368,251000,504,474,477,537,1070,1077,1017,801,624,458,232,7271
1369,251010,760,730,761,840,1772,1538,1357,1188,723,580,365,10614
1370,251020,424,416,421,425,951,908,780,631,473,314,149,5892
1371,251030,326,318,344,379,760,778,680,588,395,287,156,5011
1372,251040,438,422,434,466,987,1033,883,750,534,318,134,6399
1373,251050,265,253,268,306,637,645,567,444,270,200,134,3989
1374,251060,188,182,195,210,443,453,410,429,284,161,97,3052
1375,251065,117,119,120,117,255,273,229,211,153,96,57,1747
1376,251070,203,188,197,192,339,388,331,238,191,118,68,2453
1377,251080,7533,7237,8008,9047,17799,17740,15262,11521,7708,4619,2292,108766
1378,251090,787,770,831,883,1941,1951,1792,1461,1042,623,330,12411
1379,251100,264,252,258,301,575,614,547,397,315,180,99,3802
1380,251110,578,542,572,610,1198,1292,1031,874,577,447,233,7954
1381,251120,2260,2093,2110,2287,5049,4626,3938,2830,1745,1094,575,28607
1382,251130,1026,1006,1084,1171,2450,2505,2389,1929,1301,856,430,16147
