,Municipio,0 a 4 anos,5 a 9 anos,10 a 14 anos,15 a 19 anos,20 a 29 anos,30 a 39 anos,40 a 49 anos,50 a 59 anos,60 a 69 anos,70 a 79 anos,80 anos e mais,Total
4384,420455,901,841,703,740,1986,1803,1712,1628,1103,639,259,12315
4385,420460,13779,13438,12941,13493,33695,39466,29950,28060,20942,9616,4013,219393
4386,420470,583,583,558,634,1614,1811,1403,1633,1261,708,362,11150
4387,420475,113,111,102,91,292,291,237,335,229,116,55,1972
4388,420480,3065,2924,2574,2621,6105,5795,5499,4914,3533,2032,975,40037
4389,420490,430,425,381,367,1072,1269,1046,1171,1074,605,296,8136
4390,420500,1153,1110,936,867,2275,2272,1894,1896,1737,969,483,15592
4391,420510,320,310,278,264,633,640,568,518,367,219,107,4224
4392,420515,296,313,289,254,601,583,529,555,381,230,133,4164
4393,420517,266,243,191,235,586,483,410,363,231,137,87,3232
4394,420519,141,140,130,121,304,308,269,273,204,115,54,2059
4395,420520,256,267,238,218,585,612,580,618,537,343,169,4423
4396,420530,778,750,675,693,1678,1656,1416,1313,950,514,207,10630
4397,420535,90,85,67,67,225,220,219,217,186,138,61,1575
4398,420540,27885,27513,28378,31395,72991,91854,79210,64374,51410,28238,13276,516524
4399,420543,137,134,118,124,373,352,309,380,277,177,100,2481
4400,420545,2068,1977,1837,1908,4725,4820,3742,3227,2064,889,364,27621
4401,420550,2935,2801,2505,2581,5921,5275,4894,4476,3060,1614,661,36723
4402,420555,113,111,91,96,278,230,262,345,224,114,54,1918
4403,420560,167,157,133,134,376,377,360,415,339,169,84,2711
4404,420570,1550,1439,1272,1353,3550,3694,3871,3280,2303,1161,597,24070
4405,420580,1638,1532,1330,1297,3160,2957,2412,2131,1407,678,274,18816
4406,420590,4756,4793,4769,4902,11897,12391,9850,8776,6020,2650,1121,71925
4407,420600,785,771,720,840,2153,2256,2247,2213,1611,776,367,14739
4408,420610,415,418,390,360,981,1081,883,938,653,348,154,6621
4409,420620,708,695,633,602,1658,1805,1556,1664,1259,711,361,11652
4410,420630,1563,1578,1560,1712,4382,4492,3482,2983,1985,802,383,24922
4411,420640,494,493,452,458,1356,1532,1302,1533,1265,704,375,9964
4412,420650,3674,3513,3420,3586,8383,8315,6421,4898,2792,1222,533,46757
4413,420660,262,262,241,249,770,831,661,782,599,343,196,5196
4414,420665,325,312,269,254,735,760,632,622,462,234,87,4692
4415,420670,1443,1388,1320,1401,3416,3695,3169,3018,2230,1162,578,22820
4416,420675,111,105,90,89,281,296,265,295,246,127,47,1952
4417,420680,162,164,147,164,383,431,430,474,422,254,123,3154
4418,420690,1364,1334,1239,1244,2832,3195,2696,2353,1657,862,462,19238
4419,420700,3988,3886,3677,3549,9154,10215,7798,7578,5054,2204,952,58055
4420,420710,1109,1087,1011,988,2396,2353,1906,1764,1121,529,267,14531
4421,420720,525,535,447,425,1200,1195,1361,1586,1284,793,413,9764
4422,420730,2697,2687,2465,2482,6313,7176,6392,6423,5058,2734,1284,45711
4423,420740,508,477,409,395,969,957,819,810,564,267,109,6284
4424,420750,5099,5023,4961,5247,11928,12522,10197,8268,5315,2586,1200,72346
4425,420757,137,145,136,153,368,430,400,492,352,227,139,2979
4426,420760,234,234,212,210,534,596,547,651,599,353,197,4367
4427,420765,559,541,473,444,1316,1392,1210,1271,1052,549,286,9093
4428,420768,781,716,620,638,1280,1040,890,732,490,305,151,7643
4429,420770,433,427,391,414,1112,1231,1064,1051,807,491,226,7647
4430,420775,213,212,185,200,530,527,511,586,464,309,164,3901
4431,420780,782,741,651,654,1655,1713,1461,1273,933,498,214,10575
4432,420785,99,97,84,87,266,305,248,286,214,141,60,1887
4433,420790,911,874,768,738,1781,1755,1567,1385,845,485,245,11354
4434,420800,363,359,327,347,787,888,792,862,737,427,202,6091
4435,420810,1853,1746,1496,1468,3401,3359,3020,2535,1673,899,439,21889
4436,420820,16370,15666,14945,15645,37854,40534,32106,24867,16924,8029,3677,226617
4437,420830,4651,4488,4040,4148,10970,11498,9989,9166,6378,2934,1061,69323
4438,420840,1128,1071,956,993,2752,2961,2360,2107,1586,817,408,17139
4439,420845,1424,1331,1091,1064,2731,2718,3016,3407,2881,1548,555,21766
4440,420850,1766,1743,1614,1652,4092,4294,3367,3310,2123,1107,551,25619
4441,420860,207,207,193,187,545,576,474,587,473,295,155,3899
4442,420870,596,581,533,609,1492,1645,1384,1477,1075,622,323,10337
4443,420880,1294,1257,1117,1090,2815,3120,2770,2813,2400,1316,555,20547
4444,420890,12522,12183,12334,13520,30376,33589,27623,20664,13210,5907,2651,184579
4445,420895,68,69,60,71,216,215,206,273,182,104,56,1520
4446,420900,1805,1765,1700,1833,4594,5236,4345,4020,2939,1611,836,30684
4447,420910,40617,39566,37918,39200,96494,103497,87955,73059,51093,24589,10720,604708
4448,420915,420,384,319,327,828,754,599,598,415,248,127,5019
4449,420917,136,136,117,115,268,277,286,317,208,145,78,2083
4450,420920,105,113,106,119,277,295,304,350,264,195,120,2248
4451,420930,10752,10385,9588,9903,23801,24817,21355,19455,14646,8387,4069,157158
4452,420940,2824,2816,2545,2448,6294,6818,6444,6576,5182,3067,1410,46424
4453,420945,63,66,61,61,201,204,176,220,193,110,53,1408
4454,420950,434,446,434,425,1174,1181,965,987,663,307,138,7154
4455,420960,1041,1012,969,987,2237,2633,2038,2030,1355,730,348,15380
4456,420970,1125,1019,841,828,1916,1637,1611,1467,977,490,211,12122
4457,420980,191,178,153,163,409,462,423,440,308,149,84,2960
4458,420985,241,242,219,220,554,650,598,659,563,393,191,4530
4459,420990,978,930,828,806,2003,2130,1687,1405,939,513,278,12497
4460,421000,1020,975,952,1052,2225,2324,1741,1423,993,418,224,13347
4461,421003,238,259,253,252,766,823,760,881,708,483,260,5683
4462,421005,111,113,94,102,276,276,239,249,169,93,35,1757
4463,421010,3912,3779,3426,3628,8464,8936,8349,7188,5212,2607,1324,56825
4464,421020,236,239,211,193,502,545,470,448,310,198,113,3465
4465,421030,642,609,524,506,1375,1243,1121,999,703,328,159,8209
4466,421040,541,537,509,467,1086,1251,937,877,753,344,159,7461
4467,421050,1597,1586,1468,1558,4187,4514,3539,3496,2409,1403,706,26463
4468,421055,63,69,60,71,252,230,228,287,238,131,74,1703
4469,421060,1011,1007,990,1124,2655,2802,2483,2232,1571,935,520,17330
4470,421070,230,219,176,153,345,335,312,321,206,105,40,2442
4471,421080,407,407,377,371,1002,1105,971,1019,690,415,225,6989
4472,421085,142,138,109,110,325,307,311,339,231,167,78,2257
4473,421090,241,238,220,260,657,632,572,594,430,244,139,4227
4474,421100,657,651,611,672,1956,2321,1761,1509,1068,553,275,12034
4475,421105,841,776,646,730,1643,1322,1415,1131,806,432,203,9945
4476,421110,635,599,503,547,1316,1215,1182,1048,692,342,184,8263
4477,421120,1317,1307,1240,1172,2836,3001,2421,2231,1577,699,294,18095
4478,421125,167,175,170,155,422,476,348,417,311,166,77,2884
4479,421130,7033,6543,5814,5914,14515,13872,11629,9904,6291,3005,1214,85734
4480,421140,286,289,272,320,807,839,755,667,522,272,134,5163
4481,421145,254,256,208,214,693,621,591,661,471,238,120,4327
4482,421150,813,840,838,897,2350,2666,2048,2000,1381,744,433,15010
4483,421160,918,914,879,971,2475,2634,2046,2097,1416,773,392,15515
4484,421165,135,136,114,128,323,320,309,399,288,150,64,2366
4485,421170,1456,1429,1342,1416,3522,3816,3307,3117,2104,1104,548,23161
4486,421175,1512,1440,1298,1313,3096,2866,2641,2252,1546,862,375,19201
4487,421180,413,419,416,417,991,1080,947,1055,801,464,248,7251
4488,421185,149,146,129,131,337,334,292,302,198,111,68,2197
4489,421187,78,75,64,60,199,191,182,227,195,115,58,1444
4490,421189,163,161,137,136,319,311,345,309,259,143,69,2352
4491,421190,12811,12034,10980,11511,30339,30544,26091,21225,14186,6420,2538,178679
4492,421200,567,551,468,399,1168,1125,925,908,680,362,168,7321
4493,421205,205,198,166,169,363,379,362,311,263,177,80,2673
4494,421210,889,884,799,815,2254,2443,2209,2298,1878,1104,571,16144
4495,421220,1500,1406,1191,1252,3202,3119,2609,2393,1653,780,416,19521
4496,421223,174,178,147,139,425,419,435,530,443,255,139,3284
4497,421225,698,647,556,593,1409,1316,1285,1331,868,407,159,9269
4498,421227,333,309,237,240,646,554,529,521,401,214,88,4072
4499,421230,508,485,434,455,1141,1197,1044,1013,733,420,212,7642
4500,421240,207,212,204,196,473,621,532,601,491,253,141,3931
4501,421250,2417,2319,2062,2065,4900,5061,4827,4738,3278,1669,686,34022
4502,421260,113,128,116,96,289,354,317,476,430,253,161,2733
4503,421265,628,641,602,586,1413,1553,1509,1547,975,547,224,10225
4504,421270,351,348,309,286,831,869,780,919,655,342,183,5873
4505,421280,1852,1788,1564,1486,3841,3654,3468,3083,2190,1036,423,24385
4506,421290,1366,1330,1322,1492,3551,3815,2736,2547,1666,838,440,21103
4507,421300,203,209,208,241,549,596,465,548,332,183,101,3635
4508,421310,228,214,195,214,424,456,420,466,498,340,182,3637
4509,421315,142,142,132,131,425,449,342,441,402,200,101,2907
4510,421320,2043,2084,2087,2149,4998,5940,5421,4465,3016,1552,806,34561
4511,421330,363,338,285,321,691,677,630,535,427,241,111,4619
4512,421335,290,275,237,231,583,518,430,390,269,132,71,3426
4513,421340,940,881,777,764,1890,1709,1538,1432,986,527,230,11674
4514,421350,1550,1471,1313,1433,3451,3528,3228,3075,2061,928,428,22466
4515,421360,2562,2472,2274,2316,5251,5447,4862,4487,3234,1804,976,35685
4516,421370,1426,1364,1247,1223,2704,2972,2495,1952,1413,800,369,17965
4517,421380,487,480,420,372,1059,1094,1004,938,767,472,212,7305
4518,421390,62,67,60,61,183,207,218,277,224,115,52,1526
4519,421400,1181,1167,1115,1172,2771,2967,2465,2252,1552,881,450,17973
4520,421410,137,137,120,118,309,374,286,330,256,132,80,2279
4521,421415,195,191,164,168,488,478,404,371,272,151,68,2950
4522,421420,556,539,482,538,1456,1506,1254,1415,1098,636,293,9773
4523,421430,176,169,142,132,431,444,458,432,285,159,69,2897
4524,421440,443,436,390,369,931,904,808,792,613,346,167,6199
4525,421450,422,408,343,331,839,919,819,844,528,292,119,5864
4526,421460,461,461,428,429,1056,1103,1003,1019,802,524,266,7552
4527,421470,741,730,702,709,1673,1947,1711,1486,1141,709,388,11937
4528,421480,4757,4636,4468,4668,11393,12759,10343,8677,6201,3367,1662,72931
4529,421490,242,242,230,215,647,817,582,715,532,272,136,4630
4530,421500,3323,3099,2724,3000,6790,6416,6133,5351,3447,1640,761,42684
4531,421505,186,174,138,137,395,352,316,363,242,130,51,2484
4532,421507,281,278,240,235,670,622,588,625,488,343,155,4525
4533,421510,603,642,643,606,1508,1819,1641,1662,1349,793,381,11647
4534,421520,242,237,186,187,612,646,570,748,645,342,169,4584
4535,421530,502,487,427,424,1147,1208,1026,1024,816,441,172,7674
4536,421535,284,272,216,195,502,494,461,461,421,286,135,3727
4537,421540,294,300,273,259,745,773,657,637,444,279,131,4792
4538,421545,1231,1157,1065,1021,2268,2193,1582,1252,813,373,173,13128
4539,421550,1516,1400,1196,1194,2888,2568,2284,1891,1169,628,270,17004
4540,421555,118,115,99,94,282,342,281,349,268,157,73,2178
4541,421560,109,114,106,94,330,346,290,328,238,134,62,2151
4542,421565,569,550,484,508,1271,1236,1134,1186,848,421,190,8397
4543,421567,578,577,502,528,1443,1468,1327,1189,664,336,148,8760
4544,421568,154,151,126,111,331,309,286,331,268,173,77,2317
4545,421569,66,69,63,60,156,172,140,200,155,92,38,1211
4546,421570,1433,1418,1321,1333,3734,3913,3532,3398,2150,1117,558,23907
4547,421575,142,143,116,110,316,274,310,321,279,167,61,2239
4548,421580,6260,5956,5502,5692,13344,14031,13033,10455,7205,3360,1479,86317
4549,421590,139,142,129,130,329,410,398,425,354,210,125,2791
4550,421600,692,674,634,617,1640,1976,1584,1558,1171,629,281,11456
4551,421605,402,386,345,371,960,889,888,688,434,206,77,5646
4552,421610,612,608,547,530,1412,1449,1248,1237,995,520,264,9422
4553,421620,4137,3939,3420,3377,7972,8096,7640,7174,5219,2636,1141,54751
4554,421625,280,288,247,235,908,1008,880,983,868,498,228,6423
4555,421630,2911,3004,3017,3170,7422,7648,5359,3895,1966,907,420,39719
4556,421635,276,264,227,253,637,582,505,463,315,173,89,3784
4557,421640,450,448,412,434,1098,1099,985,1081,727,412,186,7332
4558,421650,1984,1961,1836,1715,3875,4241,3623,3723,2473,1299,592,27322
4559,421660,15501,15076,14708,15718,38824,44816,38521,30469,23296,11850,4926,253705
4560,421670,810,802,712,695,1940,2228,1819,1987,1501,864,453,13811
4561,421680,512,508,427,419,1079,1033,1112,1224,947,510,283,8054
4562,421690,1617,1574,1454,1502,3785,4086,3268,3062,2300,1249,604,24501
4563,421700,965,947,914,973,2342,2437,1900,1799,961,445,203,13886
4564,421710,178,177,163,151,427,495,436,420,361,215,139,3162
4565,421715,98,97,80,73,246,250,226,293,219,141,71,1794
4566,421720,2360,2327,2225,2264,6131,7221,5642,5346,4261,2300,1169,41246
4567,421725,163,168,188,248,972,1563,1129,739,417,273,186,6046
4568,421730,578,578,555,562,1520,1657,1315,1379,981,477,272,9874
4569,421740,1751,1734,1677,1599,3764,3843,3312,2534,1406,666,319,22605
4570,421750,1042,1020,962,969,2469,2772,2552,2504,1848,980,492,17610
4571,421755,172,176,156,149,491,506,399,518,363,204,115,3249
4572,421760,815,816,791,838,2070,2319,1873,1907,1598,761,388,14176
4573,421770,2316,2262,2113,2023,4950,4893,4120,3804,2602,1342,659,31084
4574,421775,135,131,104,115,335,338,341,339,302,171,75,2386
4575,421780,1233,1181,1073,1148,2820,2946,2574,2348,1721,1028,504,18576
4576,421790,528,536,501,498,1286,1360,1158,1168,807,522,284,8648
4577,421795,78,78,67,68,222,221,206,253,237,110,66,1606
4578,421800,2684,2633,2475,2663,6552,6916,5634,4789,3238,1554,751,39889
4579,421810,316,322,301,299,733,798,712,764,557,360,176,5338
4580,421820,2631,2656,2637,2784,6948,7888,6743,5840,4272,2206,1098,45703
4581,421825,836,742,602,630,1415,1148,1071,835,432,208,84,8003
4582,421830,1765,1633,1385,1361,3149,2889,2658,2088,1433,766,328,19455
4583,421835,203,213,203,201,580,678,592,596,413,211,112,4002
4584,421840,408,407,389,375,1046,1186,956,1051,711,396,179,7104
4585,421850,595,567,524,551,1277,1524,1149,856,597,342,156,8138
4586,421860,508,487,444,450,1047,1236,1013,972,699,427,223,7506
4587,421870,6062,6107,6062,5942,14803,18552,15042,14496,11354,6058,2665,107143
4588,421875,260,260,223,210,602,662,604,668,548,316,154,4507
4589,421880,798,795,768,778,1944,2169,1776,1766,1225,696,365,13080
4590,421885,135,136,122,99,288,334,276,390,295,190,99,2364
4591,421890,847,805,714,704,1725,1697,1428,1538,1024,560,269,11311
4592,421895,128,122,111,157,317,329,382,389,262,178,78,2453
4593,421900,1091,1102,1074,1119,2858,3661,2933,3048,2526,1296,711,21419
4594,421910,289,272,243,208,504,491,481,426,336,219,100,3569
4595,421915,158,154,126,130,310,343,367,373,234,140,52,2387
4596,421917,327,316,271,279,728,636,604,582,393,190,85,4411
4597,421920,475,447,393,396,972,976,850,822,549,300,141,6321
4598,421930,3734,3564,3473,3844,8795,8794,7350,6627,4452,2365,1147,54145
4599,421935,391,377,316,297,758,784,592,621,425,249,97,4907
4600,421940,279,273,238,212,659,662,584,501,363,176,85,4032
4601,421950,3593,3478,3245,3388,8298,8692,7094,6361,4583,2388,1170,52290
4602,421960,205,211,201,188,477,582,539,557,518,268,127,3873
4603,421970,1935,1887,1762,1799,4376,4791,3923,3826,2757,1523,675,29254
4604,421985,240,233,210,233,475,503,524,409,327,197,81,3432
4605,422000,954,877,758,729,1818,2011,1712,1848,1361,783,278,13129
4606,430003,340,341,293,320,764,707,685,642,465,286,138,4981
4607,430005,252,251,222,212,554,555,457,497,420,215,103,3738
4608,430010,847,864,800,931,2326,2366,2269,2356,1884,1107,594,16344
4609,430020,359,374,345,347,842,917,936,1077,872,532,350,6951
4610,430030,230,251,204,175,620,616,722,984,972,643,293,5710
4611,430040,4235,4358,4037,4184,9902,10117,9271,10118,8425,5103,2743,72493
4612,430045,132,140,113,121,353,341,417,569,542,369,190,3287
4613,430047,99,106,93,80,243,261,235,299,275,172,72,1935
4614,430050,290,308,257,237,708,759,781,950,857,492,246,5885
4615,430055,68,79,77,76,182,214,196,262,222,141,73,1590
4616,430057,127,137,133,161,440,422,464,497,333,191,138,3043
4617,430060,16980,16356,14460,16042,37008,31634,27352,23552,17211,8464,3293,212352
4618,430063,547,538,493,524,1033,994,975,875,645,335,177,7136
4619,430064,533,495,399,446,1106,1015,1046,1030,748,395,183,7396
4620,430066,76,80,73,79,172,173,160,201,193,93,51,1351
4621,430070,246,262,249,269,716,800,777,920,866,524,312,5941
4622,430080,557,589,585,688,1782,1826,1634,2135,1681,1038,526,13041
4623,430085,190,191,160,185,460,406,462,566,488,293,143,3544
4624,430087,418,385,327,379,969,814,785,874,532,254,103,5840
4625,430090,207,227,210,249,778,837,776,1021,942,594,304,6145
4626,430100,1025,1078,1045,1175,3034,3338,2888,3076,2484,1293,685,21121
4627,430105,628,632,544,563,1322,1235,1254,1738,1439,775,353,10483
4628,430107,160,167,157,169,401,417,448,330,335,250,132,2966
4629,430110,924,930,824,834,2101,2046,1892,1830,1527,850,443,14201
4630,430120,844,838,764,845,2014,2074,1852,1728,1392,759,342,13452
4631,430130,1156,1153,1038,1174,2666,2488,2301,2424,1951,1213,621,18185
4632,430140,576,589,533,575,1490,1501,1387,1398,1245,763,365,10422
4633,430150,270,287,275,276,757,828,843,1032,912,679,386,6545
4634,430155,160,166,143,153,430,446,500,548,460,326,185,3517
4635,430160,7735,7748,7205,8197,18396,18129,15516,15215,12235,7219,3923,121518
4636,430163,955,917,730,782,1838,1515,1695,2255,2129,1329,500,14645
4637,430165,306,315,299,369,911,1028,884,880,626,405,209,6232
4638,430170,312,330,309,365,956,936,846,1002,802,487,271,6616
4639,430175,568,555,474,529,1235,1093,1038,949,655,318,136,7550
4640,430180,299,301,255,259,741,763,698,727,632,371,191,5237
4641,430185,238,240,206,192,478,477,421,430,321,178,85,3266
4642,430187,354,338,281,299,690,594,523,492,383,203,81,4238
4643,430190,875,896,808,879,2006,1866,1689,1832,1431,880,456,13618
4644,430192,61,65,59,57,180,210,222,245,284,163,75,1621
4645,430195,119,129,124,128,358,349,339,408,329,196,84,2563
4646,430200,830,821,692,702,1645,1460,1459,1453,1145,663,297,11167
4647,430205,137,136,114,140,342,252,215,254,164,110,60,1924
4648,430210,6386,6495,6624,7987,18636,20386,17487,15807,12814,7083,3385,123090
4649,430215,125,126,110,118,345,282,254,300,243,119,65,2087
4650,430220,286,307,285,314,869,993,899,1099,892,530,238,6712
4651,430222,125,131,122,151,349,344,327,353,297,177,90,2466
4652,430223,153,159,144,153,370,395,376,347,288,168,75,2628
4653,430225,86,96,93,116,299,360,377,495,390,303,158,2773
4654,430230,829,800,670,744,1714,1469,1405,1359,1147,756,377,11270
4655,430235,782,784,778,997,2323,2483,1976,1971,1403,648,301,14446
4656,430237,94,96,80,84,261,239,238,284,271,138,73,1858
4657,430240,735,760,709,767,1832,1944,1644,1683,1346,681,347,12448
4658,430245,565,560,499,494,1239,1185,1002,930,673,371,173,7691
4659,430250,342,355,299,305,774,763,792,943,847,503,212,6135
4660,430258,105,107,96,104,219,247,273,287,314,218,129,2099
4661,430260,215,212,182,187,446,416,434,446,392,233,108,3271
4662,430265,235,252,248,282,670,709,644,741,692,405,254,5132
4663,430270,1471,1481,1337,1387,3218,3083,2567,2677,2154,1056,532,20963
4664,430280,1807,1884,1723,1869,4458,4575,4137,4815,4270,2566,1372,33476
4665,430290,774,793,707,714,1720,1727,1523,1752,1402,770,409,12291
4666,430300,4670,4845,4552,4850,10475,11518,10331,11304,9781,5933,3293,81552
4667,430310,8547,8467,7869,8972,21312,20806,18294,16192,12407,6475,2803,132144
4668,430320,325,332,294,290,729,674,611,700,574,369,185,5083
4669,430330,217,234,209,210,598,624,631,766,674,416,223,4802
4670,430340,211,217,192,227,611,615,556,727,702,408,193,4659
4671,430350,4037,4070,3743,4349,10079,9847,9100,9051,6638,3783,1989,66686
4672,430355,131,139,123,156,375,400,331,424,333,215,123,2750
4673,430360,444,423,364,436,930,915,851,831,655,373,161,6383
4674,430367,194,203,170,170,472,407,472,565,392,245,112,3402
4675,430370,190,209,193,201,572,680,695,903,933,516,233,5325
4676,430380,218,238,227,264,665,737,614,865,813,511,270,5422
4677,430390,4209,4281,4102,4689,11129,11247,9893,9347,6698,3052,1334,69981
4678,430400,227,227,190,207,607,550,568,629,577,327,164,4273
4679,430410,160,162,143,171,403,424,463,454,471,290,131,3272
4680,430420,1934,1916,1755,2005,4567,4449,4343,4166,3213,2036,1091,31475
4681,430430,273,297,274,253,716,777,808,1040,913,502,253,6106
4682,430435,736,733,652,720,1697,1527,1127,1129,857,387,142,9707
4683,430440,3337,3282,2980,3420,7661,6888,6121,5616,3868,1916,868,45957
4684,430450,3344,3391,3108,3625,8032,7917,7604,7577,6000,3762,2010,56370
4685,430460,24277,23711,21972,24336,54511,54399,47383,40596,33069,17630,7844,349728
4686,430461,66,68,56,66,196,250,254,281,242,145,69,1693
4687,430462,89,87,74,98,238,227,223,226,176,122,68,1628
4688,430463,4057,3978,3537,3736,8814,8061,7121,6751,5262,2637,1055,55009
4689,430465,268,261,218,242,600,567,496,535,317,179,62,3745
4690,430466,1942,1898,1707,1817,3975,3680,3187,2980,2496,1232,548,25462
4691,430467,322,327,298,312,766,676,591,679,466,240,116,4793
4692,430468,847,827,741,842,1917,1658,1608,1645,1239,585,274,12183
4693,430469,182,185,173,162,380,373,360,349,318,185,103,2770
4694,430470,3754,3774,3512,3911,9119,9436,8277,7979,6841,3834,1976,62413
4695,430471,524,517,441,446,1051,1089,1073,1271,1039,639,336,8426
4696,430480,1542,1592,1625,1880,4537,5073,4479,4186,3251,1650,815,30630
4697,430485,47,49,43,63,177,182,191,231,169,119,56,1327
4698,430490,403,421,400,463,1202,1428,1178,1292,1245,705,333,9070
4699,430495,185,199,160,163,442,412,427,515,377,246,102,3228
4700,430500,400,426,397,423,1002,1115,1099,1332,1226,775,436,8631
4701,430510,32960,32786,32383,37009,84076,87227,72674,60846,48010,24575,11170,523716
4702,430511,121,125,111,127,331,382,397,435,399,274,163,2865
4703,430512,334,355,315,327,760,732,815,899,723,483,262,6005
4704,430513,231,239,215,273,620,637,635,709,584,372,205,4720
4705,430515,129,138,114,104,308,291,270,358,305,182,82,2281
4706,430517,1037,985,868,1013,2106,1889,1656,1396,943,466,220,12579
4707,430520,762,801,761,804,1979,2192,1853,1977,1624,937,553,14243
4708,430530,396,428,411,434,1158,1346,1190,1485,1236,733,394,9211
4709,430535,2465,2465,2490,3250,6876,6924,6040,4753,3646,1988,808,41705
4710,430537,231,213,178,238,508,429,384,392,332,213,110,3228
4711,430540,212,218,188,195,475,452,474,574,469,291,136,3684
4712,430543,539,518,440,469,1044,855,871,846,662,403,185,6832
4713,430544,409,414,376,420,826,834,772,695,445,220,107,5518
4714,430545,977,984,815,891,2177,1778,1952,2698,2520,1474,631,16897
4715,430550,226,239,210,225,637,694,603,647,595,423,194,4693
4716,430558,101,109,107,111,260,335,328,353,336,252,174,2466
4717,430560,125,134,130,142,340,400,381,519,439,312,166,3088
4718,430570,453,454,411,433,918,940,854,884,746,449,224,6766
4719,430580,572,597,546,550,1325,1460,1257,1384,1132,708,372,9903
4720,430583,41,45,38,44,167,176,184,248,238,199,110,1490
4721,430585,98,106,94,95,284,260,306,356,346,198,124,2267
4722,430587,105,120,122,131,284,308,353,370,342,247,139,2521
4723,430590,479,467,389,393,974,955,968,1050,822,488,228,7213
4724,430593,55,60,55,77,168,185,181,265,265,179,112,1602
4725,430595,106,124,122,154,457,538,463,645,586,361,268,3824
4726,430597,172,173,152,162,399,408,364,393,290,152,66,2731
4727,430600,673,709,628,639,1708,1753,1690,1922,1733,1218,596,13269
4728,430605,554,560,495,519,1255,1090,1005,1120,799,490,234,8121
4729,430607,181,185,161,154,362,378,359,403,314,235,108,2840
4730,430610,3788,3775,3474,3689,8392,8604,7881,7683,6534,3772,1969,59561
4731,430613,74,78,70,77,223,243,208,323,232,149,88,1765
4732,430620,617,653,623,682,1764,1767,1709,1805,1491,903,443,12457
4733,430630,231,253,238,226,673,643,624,721,637,340,146,4732
4734,430632,152,162,134,141,385,330,360,396,357,201,100,2718
4735,430635,103,104,76,95,296,261,308,365,345,241,137,2331
4736,430637,180,184,145,134,365,383,390,450,391,245,124,2991
4737,430640,1852,1880,1911,2430,5137,5706,5150,4612,2964,1335,570,33547
4738,430642,143,133,106,99,270,284,262,277,216,140,62,1992
4739,430645,129,145,138,148,369,477,489,565,462,317,171,3410
4740,430650,1124,1117,1003,1095,2445,2237,2081,2001,1311,733,409,15556
4741,430655,92,100,98,126,317,340,340,423,345,226,113,2520
4742,430660,2324,2336,2124,2383,5488,5324,4898,5184,4138,2531,1492,38222
4743,430670,154,168,158,134,404,389,362,435,397,217,140,2958
4744,430673,158,176,166,185,505,497,562,756,678,445,252,4380
4745,430675,82,89,82,92,277,267,252,303,249,178,96,1967
4746,430676,3309,3205,2813,3064,7296,6414,5542,4774,3591,1787,695,42490
4747,430680,1178,1230,1193,1286,3246,3479,3138,3126,2692,1611,868,23047
4748,430690,1669,1676,1493,1680,3904,3420,3323,3524,2744,1688,918,26039
4749,430692,72,74,65,64,149,137,100,105,92,48,26,932
4750,430693,463,492,425,393,1008,1035,1105,1251,1149,684,345,8350
